OBJECTID,PointCount,ORIG_FID,POINT_X,POINT_Y,POINT_Z
1999,48,20106,319925.897900000214577,100739.484899999573827,0.478476333344588
2000,533,34636,319924.687800000421703,100739.494100000709295,0.570011583346059
2001,127,20653,319924.986499999649823,100739.509299999102950,0.740614916678169
2002,1352,34675,319930.939299999736249,100739.515399999916553,-0.179986916657072
2003,77,20094,319960.154400000348687,100739.518400000408292,0.368896500003757
2004,87,20124,319922.557300000451505,100739.521500000730157,0.749801250000019
2005,1352,34675,319953.214100000448525,100739.527599999681115,0.289500333339674
2006,101,20635,319963.775500000454485,100739.527599999681115,0.350523833345505
2007,77,20094,319957.143000000156462,100739.530600000172853,0.320012083335314
2008,85,20637,319943.661700000055134,100739.533700000494719,0.359710166667355
2009,127,20653,319940.171699999831617,100739.536699999123812,0.390221916677547
2010,1049,34682,319968.676699999719858,100739.548900000751019,0.008989083333290
2011,533,34636,319943.609899999573827,100739.561100000515580,0.258988583344035
2012,1352,34675,319948.581199999898672,100739.561100000515580,0.359710166667355
2013,101,20635,319960.282499999739230,100739.561100000515580,0.609709666678100
2014,533,34636,319947.682000000029802,100739.567199999466538,0.280314000003273
2015,533,34636,319923.666799999773502,100739.579399999231100,0.271127666666871
2016,85,20093,319941.128800000064075,100739.582399999722838,0.201245916672633
2017,48,20106,319926.937300000339746,100739.591600000858307,0.240944000004674
2018,1352,34675,319930.006599999964237,100739.591600000858307,-0.131102499988629
2019,85,20093,319944.179800000041723,100739.591600000858307,0.521127166677616
2020,127,20653,319926.038099999539554,100739.597699999809265,0.429591916676145
2021,1352,34675,319952.202200000174344,100739.609899999573827,0.228476833333843
2022,1352,34675,319925.964999999850988,100739.616000000387430,0.249802250007633
2023,127,20653,319922.036100000143051,100739.622099999338388,0.700916833346128
2024,533,34636,319946.859000000171363,100739.625099999830127,0.810824750005850
2025,77,20094,319961.102400000207126,100739.625099999830127,0.438778250012547
2026,1049,34682,319967.664699999615550,100739.631200000643730,0.429591916676145
2027,533,34636,319922.855999999679625,100739.634299999102950,0.771126666673808
2028,101,20635,319964.723399999551475,100739.634299999102950,0.381035583341145
2029,87,20124,319923.855700000189245,100739.640399999916553,0.118897000007564
2030,127,20653,319941.348199999891222,100739.646500000730157,0.210432250009035
2031,85,20637,319944.579099999740720,100739.646500000730157,0.591337000005296
2032,77,20094,319958.261599999852479,100739.649499999359250,0.210432250009035
2033,1352,34675,319925.126799999736249,100739.652499999850988,1.060824250002042
2034,533,34636,319942.439399999566376,100739.652499999850988,0.070012583339121
2035,1352,34675,319928.476499999873340,100739.655600000172853,1.258986583343358
2036,1352,34675,319929.107499999925494,100739.655600000172853,0.140222416666802
2037,1352,34675,319947.490000000223517,100739.655600000172853,0.381035583341145
2038,101,20635,319961.422399999573827,100739.661699999123812,0.460103666671785
2039,1352,34675,319951.239000000059605,100739.686100000515580,0.298686666676076
2040,127,20653,319927.065299999900162,100739.695199999958277,0.228476833333843
2041,85,20093,319945.197900000028312,100739.698300000280142,0.390221916677547
2042,48,20106,319927.586500000208616,100739.701300000771880,1.539169750001747
2043,1352,34675,319927.665699999779463,100739.704399999231100,1.740284833344049
2044,85,20093,319942.256599999964237,100739.710500000044703,0.131036083344952
2045,533,34636,319945.749599999748170,100739.716600000858307,0.341337500009104
2046,533,34636,319921.844100000336766,100739.719599999487400,0.521127166677616
2047,101,20635,319965.750599999912083,100739.719599999487400,0.149408750003204
2048,127,20653,319923.255300000309944,100739.722699999809265,0.368896500003757
2049,1352,34675,319946.429299999959767,100739.728700000792742,0.530313499999465
2050,77,20094,319962.031999999657273,100739.728700000792742,0.548686166672269
2051,1049,34682,319966.402900000102818,100739.731799999251962,0.000130833344883
2052,533,34636,319941.348199999891222,100739.734799999743700,0.170734166676993
2053,85,20637,319945.627600000239909,100739.734799999743700,0.280314000003273
2054,127,20653,319942.475999999791384,100739.753100000321865,0.140222416666802
2055,1352,34675,319950.257600000128150,100739.768400000408292,0.228476833333843
2056,1049,34682,319971.151600000448525,100739.768400000408292,-0.131102499988629
2057,87,20124,319924.724399999715388,100739.774499999359250,1.139892333332682
2058,77,20094,319959.371100000105798,100739.777499999850988,0.280314000003273
2059,533,34636,319944.816899999976158,100739.780600000172853,0.469290000008186
2060,1352,34675,319923.813099999912083,100739.789699999615550,0.158595083339605
2061,533,34636,319920.822999999858439,100739.792799999937415,0.280314000003273
2062,1049,34682,319970.322599999606609,100739.804999999701977,-0.158333416664391
2063,48,20106,319928.924599999561906,100739.814099999144673,0.118897000007564
2064,85,20093,319946.167100000195205,100739.814099999144673,0.399080166665954
2065,101,20635,319962.269799999892712,100739.814099999144673,1.429589916675468
2066,1049,34682,319965.330000000074506,100739.814099999144673,0.320012083335314
2067,127,20653,319927.903500000014901,100739.817099999636412,0.758987583336420
2068,533,34636,319940.257100000046194,100739.817099999636412,0.201245916672633
2069,101,20635,319966.741200000047684,100739.817099999636412,0.070012583339121
2070,85,20093,319943.335500000044703,100739.826300000771880,0.240944000004674
2071,1352,34675,319945.255800000391901,100739.838500000536442,0.320012083335314
2072,85,20637,319946.517699999734759,100739.838500000536442,0.560825250009657
2073,127,20653,319924.383000000379980,100739.841499999165535,0.411547333336785
2074,77,20094,319962.809299999848008,100739.841499999165535,1.279983916669153
2075,1352,34675,319922.883399999700487,100739.844599999487400,0.688777750008740
2076,1352,34675,319949.297399999573827,100739.844599999487400,0.298686666676076
2077,1352,34675,319926.412999999709427,100739.853700000792742,0.661546833332977
2078,1049,34682,319970.011699999682605,100739.859799999743700,-0.179986916657072
2079,533,34636,319943.804899999871850,100739.865900000557303,0.298686666676076
2080,127,20653,319943.576299999840558,100739.881200000643730,0.240944000004674
2081,127,20653,319929.083100000396371,100739.887199999764562,0.021456250004121
2082,101,20635,319963.699300000444055,100739.887199999764562,0.228476833333843
2083,1049,34682,319969.310700000263751,100739.887199999764562,-0.170800583320670
2084,87,20124,319925.971099999733269,100739.896400000900030,0.609709666678100
2085,1049,34682,319964.260099999606609,100739.896400000900030,0.521127166677616
2086,1352,34675,319925.593100000172853,100739.899399999529123,1.109380583337042
2087,77,20094,319960.437900000251830,100739.905500000342727,0.350523833345505
2088,533,34636,319939.104899999685585,100739.908600000664592,0.048687166665331
2089,85,20093,319947.115100000053644,100739.917700000107288,0.438778250012547
2090,48,20106,319929.951700000092387,100739.920800000429153,-0.131102499988629
2091,1352,34675,319944.164599999785423,100739.920800000429153,0.341337500009104
2092,101,20635,319967.658599999733269,100739.920800000429153,0.188778750001802
2093,1352,34675,319948.294700000435114,100739.926899999380112,0.210432250009035
2094,85,20637,319947.575299999676645,100739.936000000685453,0.280314000003273
2095,533,34636,319942.792999999597669,100739.939099999144673,0.140222416666802
2096,77,20094,319963.997999999672174,100739.951300000771880,0.420733666673186
2097,1049,34682,319968.899199999868870,100739.951300000771880,-0.079265333333751
2098,85,20093,319944.393199999816716,100739.954299999400973,0.451245416668826
2099,1049,34682,319968.469399999827147,100739.954299999400973,0.390221916677547
2100,1352,34675,319921.731300000101328,100739.957399999722838,0.381035583341145
2101,1049,34682,319963.138399999588728,100739.978700000792742,0.591337000005296
2102,127,20653,319930.092000000178814,100739.981699999421835,-0.149475166661432
2103,1352,34675,319924.599499999545515,100739.984799999743700,0.990614416674362
2104,533,34636,319937.952800000086427,100740.000000000000000,-0.100590749992989
2105,127,20653,319925.230399999767542,100740.003100000321865,1.539169750001747
2106,1352,34675,319947.343700000084937,100740.003100000321865,0.289500333339674
2107,101,20635,319964.696000000461936,100740.003100000321865,0.570011583346059
2108,127,20653,319944.603500000201166,100740.009199999272823,0.609709666678100
2109,533,34636,319941.823699999600649,100740.012199999764562,0.149408750003204
2110,1352,34675,319943.012500000186265,100740.021400000900030,0.140222416666802
2111,77,20094,319961.507799999788404,100740.021400000900030,0.438778250012547
2112,85,20093,319948.163599999621511,100740.024399999529123,0.170734166676993
2113,1049,34682,319967.826299999840558,100740.024399999529123,0.201245916672633
2114,1049,34682,319967.457499999552965,100740.027499999850988,0.298686666676076
2115,101,20635,319968.597400000318885,100740.027499999850988,0.219290500011994
2116,87,20124,319926.879399999976158,100740.030500000342727,1.490285333333304
2117,85,20637,319948.575100000016391,100740.033600000664592,0.179920499998843
2118,1352,34675,319920.649199999868870,100740.048800000920892,0.280314000003273
2119,1352,34675,319946.453700000420213,100740.057900000363588,0.548686166672269
2120,77,20094,319964.927600000053644,100740.067099999636412,0.521127166677616
2121,1049,34682,319961.977099999785423,100740.070100000128150,0.530313499999465
2122,533,34636,319936.870699999853969,100740.082299999892712,-0.030380916665308
2123,85,20093,319945.551400000229478,100740.082299999892712,0.240944000004674
2124,533,34636,319940.860600000247359,100740.088400000706315,0.170734166676993
2125,127,20653,319926.550200000405312,100740.094499999657273,0.820011083342251
2126,1049,34682,319971.736899999901652,100740.097599999979138,-0.298753083334304
2127,1352,34675,319923.438199999742210,100740.103700000792742,0.201245916672633
2128,127,20653,319945.801400000229478,100740.106699999421835,0.258988583344035
2129,1049,34682,319966.375400000251830,100740.109799999743700,0.021456250004121
2130,1352,34675,319941.899899999611080,100740.112800000235438,0.118897000007564
2131,101,20635,319965.875500000081956,100740.112800000235438,0.350523833345505
2132,101,20635,319969.655100000090897,100740.112800000235438,-0.070078999997349
2133,1049,34682,319966.665000000037253,100740.125000000000000,0.070012583339121
2134,85,20637,319949.523000000044703,100740.137199999764562,0.210432250009035
2135,85,20093,319949.120699999853969,100740.140200000256300,0.170734166676993
2136,1352,34675,319922.618200000375509,100740.152400000020862,0.688777750008740
2137,87,20124,319928.247899999842048,100740.152400000020862,0.548686166672269
2138,1352,34675,319945.411199999973178,100740.152400000020862,0.359710166667355
2139,77,20094,319962.324599999934435,100740.155500000342727,1.520797083343496
2140,533,34636,319939.900399999693036,100740.161599999293685,0.131036083344952
2141,533,34636,319935.788700000382960,100740.164599999785423,0.008989083333290
2142,1049,34682,319960.785400000400841,100740.170700000599027,0.298686666676076
2143,1049,34682,319970.764600000344217,100740.170700000599027,-0.210498666667263
2144,77,20094,319965.915199999697506,100740.173800000920892,0.478476333344588
2145,1049,34682,319965.534199999645352,100740.176799999549985,0.570011583346059
2146,1049,34682,319965.643899999558926,100740.188999999314547,0.508988083340228
2147,127,20653,319927.757199999876320,100740.195100000128150,0.530313499999465
2148,85,20093,319946.630400000140071,100740.201199999079108,0.329198416671716
2149,1352,34675,319940.820899999700487,100740.207299999892712,0.140222416666802
2150,101,20635,319970.624300000257790,100740.210300000384450,-0.109777083329391
2151,101,20635,319966.994199999608099,100740.219499999657273,0.240944000004674
2152,1352,34675,319944.460300000384450,100740.225600000470877,0.411547333336785
2153,533,34636,319938.897599999792874,100740.234699999913573,0.060826250002719
2154,127,20653,319946.871199999935925,100740.234699999913573,0.478476333344588
2155,85,20637,319950.449599999934435,100740.243899999186397,0.368896500003757
2156,48,20106,319932.877799999900162,100740.246899999678135,-0.100590749992989
2157,85,20093,319950.031999999657273,100740.246899999678135,0.399080166665954
2158,1049,34682,319959.633200000040233,100740.250000000000000,0.289500333339674
2159,1049,34682,319964.574099999852479,100740.250000000000000,0.679591416672338
2160,1352,34675,319921.566700000315905,100740.256100000813603,0.298686666676076
2161,533,34636,319934.648699999786913,100740.256100000813603,-0.091404416656587
2162,1049,34682,319969.773900000378489,100740.256100000813603,-0.188845166660030
2163,87,20124,319929.546400000341237,100740.274299999698997,-0.158333416664391
2164,77,20094,319963.693199999630451,100740.277400000020862,0.508988083340228
2165,1049,34682,319964.522199999541044,100740.280400000512600,0.570011583346059
2166,77,20094,319966.933199999853969,100740.280400000512600,0.249802250007633
2167,127,20653,319933.018000000156462,100740.289599999785423,-0.140288833325030
2168,127,20653,319929.046500000171363,100740.295700000599027,-0.048753583323560
2169,1352,34675,319939.699300000444055,100740.298699999228120,0.070012583339121
2170,533,34636,319937.958899999968708,100740.310900000855327,0.109710666671162
2171,101,20635,319971.584499999880791,100740.313999999314547,-0.140288833325030
2172,1352,34675,319943.417799999937415,100740.320100000128150,0.149408750003204
2173,1049,34682,319968.832100000232458,100740.320100000128150,0.030314500007080
2174,85,20093,319947.788700000382960,100740.329199999570847,0.179920499998843
2175,127,20653,319948.069099999964237,100740.335300000384450,0.158595083339605
2176,1049,34682,319963.522499999962747,100740.335300000384450,0.438778250012547
2177,1352,34675,319920.594399999827147,100740.338400000706315,0.201245916672633
2178,533,34636,319933.557500000111759,100740.338400000706315,-0.070078999997349
2179,85,20637,319951.428000000305474,100740.338400000706315,0.310825749998912
2180,101,20635,319968.073200000450015,100740.338400000706315,0.249802250007633
2181,1049,34682,319958.490199999883771,100740.341399999335408,0.280314000003273
2182,48,20106,319933.816599999554455,100740.362700000405312,0.070012583339121
2183,85,20093,319950.998200000263751,100740.362700000405312,0.368896500003757
2184,1049,34682,319963.421900000423193,100740.371899999678135,0.639893333340297
2185,533,34636,319936.986499999649823,100740.384099999442697,0.060826250002719
2186,1049,34682,319967.890300000086427,100740.384099999442697,0.289500333339674
2187,1049,34682,319962.751299999654293,100740.393200000748038,1.298356583341956
2188,77,20094,319964.750799999572337,100740.393200000748038,0.639893333340297
2189,127,20653,319933.944600000046194,100740.396299999207258,0.008989083333290
2190,77,20094,319967.920800000429153,100740.396299999207258,0.131036083344952
2191,1352,34675,319938.574599999934435,100740.399299999698997,-0.021522666662349
2192,1352,34675,319942.436400000005960,100740.402400000020862,0.118897000007564
2193,1049,34682,319957.399000000208616,100740.423699999228120,0.399080166665954
2194,101,20635,319969.292399999685585,100740.438899999484420,-0.118963416665792
2195,85,20637,319952.397300000302494,100740.445000000298023,0.320012083335314
2196,127,20653,319949.166400000452995,100740.451099999248981,0.188778750001802
2197,85,20093,319948.876799999736249,100740.457200000062585,0.219290500011994
2198,533,34636,319936.066100000403821,100740.460300000384450,0.188778750001802
2199,1049,34682,319966.908800000324845,100740.460300000384450,0.350523833345505
2200,1049,34682,319962.269799999892712,100740.463300000876188,0.618895999999950
2201,85,20093,319951.988800000399351,100740.466399999335408,0.298686666676076
2202,1352,34675,319937.553500000387430,100740.472500000149012,0.228476833333843
2203,48,20106,319934.755400000140071,100740.478599999099970,0.170734166676993
2204,1352,34675,319941.464100000448525,100740.478599999099970,0.100524333334761
2205,1049,34682,319961.507799999788404,100740.490800000727177,0.341337500009104
2206,127,20653,319934.892599999904633,100740.499900000169873,0.118897000007564
2207,77,20094,319968.841300000436604,100740.499900000169873,0.271127666666871
2208,1049,34682,319956.316999999806285,100740.518200000748038,0.609709666678100
2209,77,20094,319965.899899999611080,100740.524299999698997,0.490615416667424
2210,1049,34682,319965.988300000317395,100740.524299999698997,0.570011583346059
2211,533,34636,319935.063299999572337,100740.533399999141693,0.091338000012911
2212,101,20635,319970.389600000344217,100740.545600000768900,-0.149475166661432
2213,85,20637,319953.317800000309944,100740.548699999228120,0.478476333344588
2214,1352,34675,319936.474499999545515,100740.554800000041723,0.219290500011994
2215,1352,34675,319940.503899999894202,100740.560900000855327,0.118897000007564
2216,1049,34682,319960.538499999791384,100740.566999999806285,0.359710166667355
2217,127,20653,319950.236200000159442,100740.570000000298023,0.381035583341145
2218,85,20093,319952.924599999561906,100740.573000000789762,0.390221916677547
2219,85,20093,319949.955799999646842,100740.576099999248981,0.310825749998912
2220,1049,34682,319961.068799999542534,100740.576099999248981,0.329198416671716
2221,48,20106,319935.703300000168383,100740.585200000554323,0.249802250007633
2222,1049,34682,319965.019100000150502,100740.597400000318885,0.719289500004379
2223,533,34636,319934.090900000184774,100740.606599999591708,0.030314500007080
2224,77,20094,319969.908099999651313,100740.606599999591708,-0.118963416665792
2225,533,34636,319955.125199999660254,100740.609600000083447,0.399080166665954
2226,127,20653,319935.831399999558926,100740.615700000897050,0.280314000003273
2227,1049,34682,319959.535699999891222,100740.640100000426173,0.381035583341145
2228,77,20094,319967.036799999885261,100740.640100000426173,0.271127666666871
2229,1352,34675,319939.501199999824166,100740.646199999377131,0.000130833344883
2230,1352,34675,319935.361999999731779,100740.649199999868870,0.201245916672633
2231,101,20635,319971.486899999901652,100740.652300000190735,-0.201312333330861
2232,85,20637,319954.244400000199676,100740.655300000682473,0.649079666676698
2233,1049,34682,319959.965499999932945,100740.655300000682473,0.451245416668826
2234,87,20124,319932.920500000007451,100740.658399999141693,-0.140288833325030
2235,127,20653,319932.329199999570847,100740.670600000768900,0.411547333336785
2236,533,34636,319933.231399999931455,100740.673599999397993,0.341337500009104
2237,127,20653,319951.394500000402331,100740.676699999719858,0.201245916672633
2238,85,20093,319953.793300000019372,100740.685799999162555,0.710103166667977
2239,533,34636,319929.168399999849498,100740.688899999484420,-0.100590749992989
2240,533,34636,319954.043200000189245,100740.691899999976158,0.539499833335867
2241,1049,34682,319963.315200000070035,100740.691899999976158,1.770796583339688
2242,1049,34682,319963.967500000260770,100740.691899999976158,0.478476333344588
2243,48,20106,319936.590300000272691,100740.698000000789762,0.591337000005296
2244,1352,34675,319938.632500000298023,100740.701099999248981,0.329198416671716
2245,85,20093,319951.092699999921024,100740.704099999740720,0.201245916672633
2246,1049,34682,319958.545099999755621,100740.713300000876188,0.350523833345505
2247,77,20094,319970.776700000278652,100740.722400000318885,0.201245916672633
2248,127,20653,319936.700000000186265,100740.728499999269843,0.639893333340297
2249,87,20124,319921.146099999547005,100740.737600000575185,0.350523833345505
2250,1352,34675,319934.279900000430644,100740.740700000897050,0.201245916672633
2251,533,34636,319932.298700000159442,100740.749800000339746,0.451245416668826
2252,85,20637,319955.262400000356138,100740.749800000339746,0.451245416668826
2253,1049,34682,319958.794999999925494,100740.758999999612570,0.289500333339674
2254,77,20094,319968.176799999549985,100740.758999999612570,0.091338000012911
2255,533,34636,319928.068099999800324,100740.771199999377131,-0.091404416656587
2256,101,20635,319972.605499999597669,100740.771199999377131,-0.271194083325099
2257,1049,34682,319962.315499999560416,100740.774199999868870,1.779982916676090
2258,127,20653,319933.469100000336766,100740.777300000190735,0.359710166667355
2259,533,34636,319952.851400000043213,100740.780300000682473,0.320012083335314
2260,87,20124,319933.929399999789894,100740.786399999633431,0.341337500009104
2261,1352,34675,319937.650999999605119,100740.786399999633431,0.289500333339674
2262,1049,34682,319957.581899999640882,100740.789499999955297,0.438778250012547
2263,85,20093,319954.854000000283122,100740.792500000447035,0.399080166665954
2264,48,20106,319937.577899999916553,100740.804700000211596,0.508988083340228
2265,127,20653,319952.461299999617040,100740.804700000211596,0.341337500009104
2266,85,20093,319952.150399999693036,100740.819900000467896,0.329198416671716
2267,1352,34675,319933.237499999813735,100740.823000000789762,0.329198416671716
2268,533,34636,319927.257299999706447,100740.825999999418855,0.859381083340850
2269,127,20653,319937.708899999968708,100740.825999999418855,0.499801750003826
2270,77,20094,319971.825299999676645,100740.829099999740720,-0.158333416664391
2271,1352,34675,319936.767099999822676,100740.841299999505281,0.521127166677616
2272,1049,34682,319957.731300000101328,100740.841299999505281,0.530313499999465
2273,87,20124,319922.136699999682605,100740.844299999997020,0.280314000003273
2274,101,20635,319956.182900000363588,100740.856499999761581,0.560825250009657
2275,1049,34682,319956.591300000436604,100740.862600000575185,0.420733666673186
2276,533,34636,319951.699300000444055,100740.871799999848008,0.258988583344035
2277,77,20094,319969.322800000198185,100740.887000000104308,-0.039567249987158
2278,1352,34675,319932.176799999549985,100740.896099999547005,0.478476333344588
2279,127,20653,319934.648699999786913,100740.896099999547005,0.228476833333843
2280,85,20093,319955.810999999754131,100740.899199999868870,0.411547333336785
2281,87,20124,319935.087600000202656,100740.905300000682473,0.140222416666802
2282,533,34636,319926.175300000235438,100740.908299999311566,0.889892833336489
2283,127,20653,319938.757399999536574,100740.914400000125170,0.271127666666871
2284,48,20106,319938.516599999740720,100740.920499999076128,0.600523333341698
2285,127,20653,319953.561599999666214,100740.923599999397993,0.429591916676145
2286,1352,34675,319935.758200000040233,100740.935799999162555,0.390221916677547
2287,77,20094,319972.782300000078976,100740.935799999162555,-0.109777083329391
2288,1049,34682,319956.570000000298023,100740.941899999976158,0.368896500003757
2289,1049,34682,319960.940799999982119,100740.941899999976158,0.320012083335314
2290,383,34621,319955.591599999926984,100740.944900000467896,0.359710166667355
2291,85,20093,319953.211099999956787,100740.948000000789762,0.478476333344588
2292,101,20635,319957.161299999803305,100740.950999999418855,0.548686166672269
2293,533,34636,319950.608099999837577,100740.953999999910593,0.359710166667355
2294,87,20124,319923.163800000213087,100740.960100000724196,0.140222416666802
2295,85,20142,319920.371899999678135,100740.975400000810623,0.289500333339674
2296,533,34636,319929.275100000202656,100740.978399999439716,-0.158333416664391
2297,533,34636,319925.215099999681115,100740.984500000253320,1.350193750011385
2298,1352,34675,319934.776700000278652,100741.008899999782443,0.289500333339674
2299,127,20653,319939.775500000454485,100741.008899999782443,0.030314500007080
2300,127,20653,319935.755199999548495,100741.015000000596046,0.320012083335314
2301,77,20094,319956.710199999623001,100741.015000000596046,0.609709666678100
2302,77,20094,319970.261599999852479,100741.015000000596046,0.469290000008186
2303,1049,34682,319959.980700000189245,100741.018100000917912,0.451245416668826
2304,383,34621,319954.637600000016391,100741.021099999547005,0.460103666671785
2305,48,20106,319939.635300000198185,100741.027200000360608,0.000130833344883
2306,87,20124,319936.136199999600649,100741.030200000852346,0.411547333336785
2307,127,20653,319954.667999999597669,100741.030200000852346,0.451245416668826
2308,1352,34675,319955.448300000280142,100741.033299999311566,0.390221916677547
2309,533,34636,319949.458999999798834,100741.045499999076128,0.271127666666871
2310,101,20635,319958.170199999585748,100741.048499999567866,0.359710166667355
2311,533,34636,319928.315000000409782,100741.054600000381470,-0.140288833325030
2312,87,20124,319924.111800000071526,100741.066800000146031,0.258988583344035
2313,1352,34675,319933.892799999564886,100741.075999999418855,0.579197916667908
2314,85,20093,319954.299200000241399,100741.075999999418855,0.579197916667908
2315,383,34621,319953.646900000050664,100741.094299999997020,0.399080166665954
2316,533,34636,319923.831399999558926,100741.100400000810623,0.280314000003273
2317,1049,34682,319958.959599999710917,100741.100400000810623,0.320012083335314
2318,85,20142,319921.490500000305474,100741.103399999439716,0.341337500009104
2319,533,34636,319927.482900000177324,100741.109500000253320,0.249802250007633
2320,127,20653,319940.714300000108778,100741.115599999204278,0.118897000007564
2321,1352,34675,319954.338800000026822,100741.115599999204278,0.451245416668826
2322,1049,34682,319972.431800000369549,100741.118599999696016,-0.188845166660030
2323,77,20094,319957.719100000336766,100741.121700000017881,0.451245416668826
2324,48,20106,319940.595399999991059,100741.133899999782443,0.118897000007564
2325,77,20094,319971.529600000008941,100741.133899999782443,-0.201312333330861
2326,533,34636,319948.315999999642372,100741.136900000274181,0.219290500011994
2327,127,20653,319936.794499999843538,100741.142999999225140,0.631035083337338
2328,101,20635,319959.136400000192225,100741.142999999225140,0.320012083335314
2329,85,20675,319921.060700000263751,100741.146099999547005,0.451245416668826
2330,127,20653,319955.777499999850988,100741.149100000038743,0.381035583341145
2331,87,20124,319937.273099999874830,100741.158299999311566,0.399080166665954
2332,1352,34675,319932.862599999643862,100741.167400000616908,0.298686666676076
2333,1049,34682,319957.996500000357628,100741.173499999567866,0.429591916676145
2334,533,34636,319926.681200000457466,100741.176599999889731,0.780313000010210
2335,383,34621,319952.604500000365078,100741.176599999889731,0.249802250007633
2336,87,20124,319925.032300000078976,100741.179600000381470,0.451245416668826
2337,533,34636,319922.709699999541044,100741.182600000873208,0.149408750003204
2338,85,20093,319955.445299999788404,100741.194800000637770,0.350523833345505
2339,1352,34675,319953.235500000417233,100741.207000000402331,0.478476333344588
2340,1352,34675,319928.741700000129640,100741.210100000724196,-0.228543249992072
2341,127,20653,319941.704900000244379,100741.210100000724196,0.118897000007564
2342,1049,34682,319971.288800000213087,100741.210100000724196,-0.210498666667263
2343,77,20094,319958.724899999797344,100741.225299999117851,0.271127666666871
2344,85,20142,319922.670099999755621,100741.231399999931455,0.158595083339605
2345,533,34636,319947.203499999828637,100741.231399999931455,0.249802250007633
2346,1352,34675,319931.960400000214577,100741.234500000253320,0.508988083340228
2347,48,20106,319941.552500000223517,100741.237500000745058,0.100524333334761
2348,101,20635,319960.096499999985099,100741.237500000745058,0.320012083335314
2349,533,34636,319925.760700000450015,100741.243599999696016,0.899079166672891
2350,85,20675,319921.999499999918044,100741.252800000831485,0.618895999999950
2351,383,34621,319951.644399999640882,100741.252800000831485,0.289500333339674
2352,77,20094,319972.629900000058115,100741.252800000831485,-0.210498666667263
2353,127,20653,319937.931400000117719,100741.258799999952316,0.661546833332977
2354,1049,34682,319956.996700000017881,100741.258799999952316,0.368896500003757
2355,533,34636,319921.697700000368059,100741.267999999225140,0.411547333336785
2356,125,20667,319956.865600000135601,100741.267999999225140,0.521127166677616
2357,1049,34682,319970.316499999724329,100741.283199999481440,0.438778250012547
2358,87,20124,319926.019799999892712,100741.286299999803305,0.478476333344588
2359,87,20124,319938.312400000169873,100741.286299999803305,0.649079666676698
2360,1352,34675,319927.699300000444055,100741.295399999246001,-0.109777083329391
2361,1352,34675,319952.065000000409782,100741.307600000873208,0.329198416671716
2362,533,34636,319946.093999999575317,100741.313699999824166,0.289500333339674
2363,127,20653,319942.652800000272691,100741.316800000146031,0.179920499998843
2364,77,20094,319956.502899999730289,100741.319800000637770,0.499801750003826
2365,533,34636,319924.757899999618530,100741.325899999588728,0.670405083335936
2366,383,34621,319950.644700000062585,100741.325899999588728,0.188778750001802
2367,1352,34675,319926.848899999633431,100741.332000000402331,0.631035083337338
2368,85,20675,319923.109000000171363,100741.341099999845028,0.131036083344952
2369,127,20653,319939.269500000402331,100741.341099999845028,-0.188845166660030
2370,1352,34675,319955.993900000117719,100741.341099999845028,0.298686666676076
2371,77,20094,319959.675900000147521,100741.341099999845028,0.298686666676076
2372,101,20635,319961.074900000356138,100741.344200000166893,0.271127666666871
2373,533,34636,319920.606599999591708,100741.350299999117851,0.350523833345505
2374,48,20106,319942.500400000251830,100741.353299999609590,0.140222416666802
2375,85,20142,319923.788700000382960,100741.359400000423193,0.201245916672633
2376,1049,34682,319973.788200000301003,100741.359400000423193,-0.170800583320670
2377,125,20667,319957.993400000035763,100741.374700000509620,0.420733666673186
2378,77,20094,319973.736399999819696,100741.380799999460578,-0.298753083334304
2379,1049,34682,319969.045500000007451,100741.383799999952316,-0.048753583323560
2380,87,20124,319926.998200000263751,100741.402100000530481,0.451245416668826
2381,533,34636,319944.920500000007451,100741.402100000530481,0.079198916675523
2382,383,34621,319949.702800000086427,100741.402100000530481,0.368896500003757
2383,533,34636,319923.666799999773502,100741.408199999481440,0.179920499998843
2384,87,20124,319939.620000000111759,100741.408199999481440,-0.091404416656587
2385,1352,34675,319950.922000000253320,100741.411199999973178,0.240944000004674
2386,1049,34682,319973.626600000075996,100741.417300000786781,-0.140288833325030
2387,127,20653,319943.618999999947846,100741.423399999737740,0.149408750003204
2388,1352,34675,319954.991100000217557,100741.426500000059605,0.298686666676076
2389,1352,34675,319925.718100000172853,100741.432600000873208,0.469290000008186
2390,1049,34682,319972.794499999843538,100741.435599999502301,-0.179986916657072
2391,77,20094,319957.612399999983609,100741.438699999824166,0.478476333344588
2392,85,20675,319924.056900000199676,100741.444800000637770,0.271127666666871
2393,77,20094,319960.654299999587238,100741.447799999266863,0.210432250009035
2394,101,20635,319961.974100000225008,100741.450899999588728,0.490615416667424
2395,48,20106,319943.469700000248849,100741.460000000894070,0.201245916672633
2396,1049,34682,319967.984799999743700,100741.466099999845028,0.210432250009035
2397,383,34621,319948.739699999801815,100741.475299999117851,0.399080166665954
2398,127,20653,319940.287499999627471,100741.478299999609590,0.219290500011994
2399,533,34636,319922.724899999797344,100741.484400000423193,0.201245916672633
2400,1352,34675,319949.861299999989569,100741.484400000423193,0.411547333336785
2401,125,20667,319959.111999999731779,100741.484400000423193,0.320012083335314
2402,85,20675,319920.435899999924004,100741.487400000914931,0.359710166667355
2403,85,20142,319924.925599999725819,100741.490499999374151,0.179920499998843
