325751.6952, 98223.5875, -0.1707
325753.7618, 98227.5195, -0.1189
325754.6762, 98229.2873, -0.1097
325755.0358, 98225.4194, 0.2195
325755.2644, 98228.635, 0.0213
325754.8987, 98229.7201, -0.1311
325756.4196, 98233.396, -0.0701
325757.4712, 98235.743, -0.1097
325760.6533, 98222.6823, 1.3594
325757.8065, 98225.4468, 0.5395
325757.8461, 98228.0772, 0.4115
325757.7303, 98231.5245, 0.1707
325757.9589, 98233.9508, 0.0701
325758.2606, 98236.3861, -0.0792
325758.5258, 98237.8309, -0.0792
325760.2449, 98240.4278, -0.0792
325760.6808, 98241.3269, -0.1006
325762.4852, 98222.5695, 1.5606
325760.757, 98225.5626, 1.1491
325760.696, 98228.0529, 1.1186
325761.5586, 98231.6983, 0.7498
325760.7691, 98234.6061, 0.4389
325760.7417, 98237.0567, 0.2499
325761.0678, 98240.2205, 0.0396
325761.138, 98242.2139, -0.1707
325763.1039, 98246.1855, -0.0914
325762.5705, 98245.0668, -0.0914
325763.9543, 98222.5451, 1.8105
325763.7684, 98223.0023, 1.7892
325763.7257, 98223.2218, 1.7892
325763.869, 98227.2634, 1.9507
325763.9086, 98230.9546, 1.6886
325763.9909, 98234.5482, 0.9693
325763.7074, 98237.2426, 0.6797
325764.0945, 98240.5405, 0.3993
325763.7044, 98243.616, 0.1189
325763.8934, 98246.1184, -0.0091
325764.7803, 98249.4438, -0.1097
325765.8715, 98251.7816, -0.0792
325766.3683, 98253.2294, -0.0488
325766.8164, 98222.6305, 2.3988
325766.8225, 98223.9899, 2.4415
325766.7829, 98225.7608, 2.4994
325766.7951, 98229.4732, 2.4689
325767.4047, 98234.3927, 2.3287
325766.9322, 98234.6244, 2.3287
325766.7341, 98236.9713, 1.4204
325766.8773, 98240.3455, 0.8687
325767.0297, 98243.3691, 0.6401
325766.7463, 98246.6853, 0.3505
325766.7128, 98249.4163, 0.1707
325766.8499, 98252.5375, -0.0091
325766.917, 98254.5492, -0.061
325768.5537, 98257.905, -0.0914
325769.1237, 98259.1974, -0.0701
325769.6967, 98222.5268, 3.3589
325769.9894, 98224.8738, 3.24
325769.7425, 98227.8395, 3.2492
325770.1204, 98231.5459, 3.1303
325769.6998, 98234.6609, 2.4415
325770.0717, 98237.648, 2.0513
325770.1448, 98240.6381, 1.7709
325770.0991, 98243.4697, 1.6307
325769.9071, 98246.7067, 0.8504
325769.8095, 98248.9835, 0.6187
325769.8827, 98248.7945, 0.6187
325770.6599, 98252.6899, 0.4694
325770.0076, 98255.2685, 0.2591
325769.8095, 98256.9662, 0.1189
325770.4161, 98258.3653, 0.1189
325769.7882, 98260.0783, -0.0213
325770.3429, 98260.4471, -0.0213
325770.6813, 98263.1415, -0.1097
325772.5253, 98266.6223, -0.061
325775.6221, 98222.2738, 2.7889
325775.5459, 98225.2335, 1.6795
325775.4575, 98226.2027, 1.6886
325775.6617, 98229.2142, 3.1486
325772.8301, 98234.1702, 3.2492
325772.8606, 98236.6025, 2.9505
325773.0739, 98240.6869, 2.1793
325772.7356, 98243.0125, 1.8501
325772.8453, 98246.1519, 1.7191
325772.8728, 98249.395, 1.5911
325772.7387, 98251.5134, 0.9388
325772.8179, 98255.2441, 0.5486
325774.2657, 98258.4903, 0.4785
325773.1837, 98261.6724, 0.3292
325773.0404, 98264.4613, 0.1097
325772.8362, 98263.9858, 0.1097
325773.33, 98267.5154, -0.0305
325773.138, 98267.043, -0.0305
325773.7018, 98269.1735, -0.0488
325774.1438, 98270.8987, -0.1189
325776.4968, 98221.966, 2.4811
325775.7775, 98225.6663, 1.6612
325776.2347, 98226.5441, 1.6612
325778.5939, 98230.8326, 2.7188
325778.5573, 98233.6825, 2.9413
325778.6701, 98235.9868, 3.1303
325778.6731, 98238.2667, 3.3802
325778.4506, 98237.8126, 3.3802
325776.064, 98243.2563, 2.9809
325775.7745, 98246.2617, 2.3195
325775.7044, 98249.4102, 1.9202
325775.7105, 98251.5012, 1.841
325775.7379, 98254.601, 1.7191
325776.0183, 98258.4476, 1.2009
325776.1677, 98261.4194, 0.6797
325775.7409, 98264.3546, 0.4785
325775.9299, 98266.9088, 0.3414
325776.1738, 98270.4537, 0.1707
325775.8598, 98273.7089, -0.0792
325775.9147, 98274.6477, -0.1189
325778.1367, 98279.4758, -0.1494
325778.2738, 98279.7775, -0.1006
325780.5964, 98222.0849, 5.3797
325781.5687, 98225.0201, 1.9507
325781.6236, 98227.2207, 1.9599
325781.6846, 98229.7323, 2.0086
325781.6297, 98233.5636, 2.2586
325781.1847, 98232.6767, 2.2586
325781.5657, 98235.2126, 2.4415
325781.2639, 98238.9769, 2.6304
325781.142, 98240.8575, 2.8011
325781.5931, 98244.0336, 2.8987
325779.3224, 98249.4895, 2.7889
325778.9139, 98252.5436, 2.3805
325778.9596, 98254.7046, 2.2586
325778.7463, 98254.2413, 2.2586
325778.7768, 98258.4628, 1.9202
325779.1761, 98261.5901, 1.8105
325779.2583, 98264.5222, 1.6886
325779.2004, 98263.8212, 1.6886
325778.7341, 98266.6833, 0.7102
325778.8316, 98269.3442, 0.5486
325779.0816, 98273.5992, 0.3901
325778.8956, 98276.5284, 0.1585
325778.8286, 98278.7778, 0.0396
325779.0115, 98279.2594, 0.0396
325779.49, 98282.4293, -0.0701
325778.9048, 98280.9388, -0.0701
325780.0813, 98283.5784, -0.0396
325781.2792, 98286.2088, -0.0701
325783.6414, 98221.9142, 4.9408
325784.2418, 98224.953, 1.6795
325784.5223, 98227.4372, 1.7099
325784.6046, 98229.0892, 1.6703
325784.5284, 98233.1004, 1.7191
325784.6106, 98236.7214, 1.7404
325783.9584, 98238.6111, 1.8288
325782.7422, 98242.8144, 3.8801
325784.6747, 98244.5243, 1.8715
325784.5436, 98248.1819, 2.3409
325781.7425, 98252.6594, 2.8407
325784.6777, 98254.8753, 2.8194
325784.6655, 98256.7956, 2.9108
325781.7516, 98261.2517, 2.4811
325781.7669, 98263.4006, 2.2799
325782.1509, 98267.6495, 2.0208
325781.7303, 98269.9812, 1.7587
325782.1052, 98273.5687, 1.0089
325781.7059, 98276.5131, 0.5212
325781.8857, 98279.6282, 0.4206
325781.7028, 98279.1344, 0.4206
325782.0229, 98282.2495, 0.2499
325782.2362, 98285.2426, 0.1006
325782.5014, 98288.4796, -0.1311
