319907.2715, 100821.7171, 0.639893
319906.9363, 100823.363, 0.2895
319906.4638, 100826.6548, 0.258989
319907.0856, 100830.1966, 0.420734
319905.4945, 100832.7021, 0.438778
319907.2593, 100834.3815, 0.478476
319906.7595, 100839.9137, 0.579198
319907.1405, 100841.0689, 0.429592
319905.3879, 100844.2906, 0.740615
319905.9487, 100846.6101, 1.710101
319907.3416, 100849.5636, 3.599861
319910.2464, 100799.9421, 0.320012
319910.0757, 100801.9111, 0.249802
319909.6063, 100806.7727, 0.271128
319909.2771, 100808.4979, 0.228477
319908.8413, 100808.8301, 0.228477
319908.9205, 100811.4239, 0.341338
319908.9388, 100813.3046, 0.320012
319910.0117, 100818.7727, 0.368897
319910.2068, 100818.9647, 0.368897
319907.4026, 100819.2695, 0.368897
319909.3929, 100824.8931, 0.341338
319910.1854, 100827.2065, 0.298687
319909.1704, 100830.0198, 0.350524
319907.6678, 100831.9553, 0.490615
319908.4023, 100837.1796, 0.478476
319910.0727, 100836.6066, 0.478476
319909.2314, 100837.9843, 0.5395
319909.5118, 100840.9195, 0.420734
319909.1796, 100846.0523, 0.64908
319909.0333, 100848.2225, 0.579198
319909.1186, 100847.2624, 0.579198
319909.6977, 100851.0023, 0.499802
319909.9263, 100852.9469, 0.548686
319913.203, 100785.458, -0.048754
319913.206, 100788.9175, 0.060826
319913.1908, 100789.2192, 0.008989
319913.267, 100794.3307, -0.100591
319912.2032, 100795.9126, 0.170734
319911.2492, 100799.8598, 0.158595
319912.8281, 100801.7435, 0.109711
319912.3068, 100805.4864, 0.091338
319912.6055, 100807.3823, 0.17992
319912.0447, 100813.0333, 0.280314
319912.8707, 100813.268, 0.341338
319911.5814, 100815.0175, 0.341338
319911.4991, 100815.2766, 0.341338
319912.2611, 100818.7879, 0.271128
319913.206, 100820.3455, 0.280314
319912.0569, 100824.0061, 0.490615
319910.4506, 100827.4412, 0.258989
319910.4201, 100826.8408, 0.258989
319912.2703, 100830.0412, 0.411547
319911.7338, 100832.1412, 0.438778
319911.6241, 100837.0516, 0.508988
319910.3957, 100838.1733, 0.490615
319910.4994, 100841.0353, 0.39908
319913.2365, 100845.1197, 0.438778
319912.8738, 100847.1131, 0.521127
319912.7122, 100850.8621, 0.780313
319910.7402, 100852.8311, 0.560825
319912.4684, 100856.7082, 0.679591
319915.934, 100764.8992, 0.210432
319915.934, 100767.3376, 0.158595
319916.0559, 100769.1115, 0.131036
319914.9464, 100773.4732, 0.030315
319914.7696, 100773.7811, 0.030315
319914.5136, 100774.8083, 0.091338
319915.3701, 100778.7127, 0.170734
319916.2723, 100779.2065, 0.170734
319915.1506, 100783.0379, 0.008989
